Name_in_Tree,Latitude,Longitude
Varanus.acanthurus,-20.91858753,130.4212725
Varanus.acanthurus,-16.04191197,130.4202137
Varanus.acanthurus,-20.633,130.417
Varanus.acanthurus,-20.63333333,130.4166667
Varanus.acanthurus,-20.84858761,130.4012721
Varanus.acanthurus,-16.23765249,130.3963279
Varanus.acanthurus,-20.84858773,130.3846022
Varanus.acanthurus,-20.5638,130.359
Varanus.acanthurus,-20.563767,130.358994
Varanus.acanthurus,-20.583,130.35
Varanus.acanthurus,-20.883,130.35
Varanus.acanthurus,-15.87278,130.32821
Varanus.acanthurus,-15.1115,130.3268
Varanus.acanthurus,-15.106,130.323
Varanus.acanthurus,-20.65,130.32
Varanus.acanthurus,-15.42889,130.31911
Varanus.acanthurus,-20.65,130.317
Varanus.acanthurus,-16.1291427,130.3152459
Varanus.acanthurus,-15.90578,130.29371
Varanus.acanthurus,-15.904,130.289
Varanus.acanthurus,-17.07858771,130.2712449
Varanus.acanthurus,-17.08191773,130.2679149
Varanus.acanthurus,-20.55858831,130.2672708
Varanus.acanthurus,-20.53160521,130.2559691
Varanus.acanthurus,-20.4185883,130.2512698
Varanus.acanthurus,-19.91858792,130.2512657
Varanus.acanthurus,-16.84678,130.23093
Varanus.acanthurus,-17.04858846,130.1512456
Varanus.acanthurus,-17.05,130.15
Varanus.acanthurus,-15.39769,130.14582
Varanus.acanthurus,-15.1374,130.1377
Varanus.acanthurus,-15.135,130.137
Varanus.acanthurus,-15.1364,130.1316
Varanus.acanthurus,-15.3301,130.1043
Varanus.acanthurus,-15.31779,130.10012
Varanus.acanthurus,-15.3192,130.0989
Varanus.acanthurus,-20.24858939,130.0812698
Varanus.acanthurus,-20.17489,130.05041
Varanus.acanthurus,-20.433,130.05
Varanus.acanthurus,-17.21525909,130.0345777
Varanus.acanthurus,-17.21858911,130.0312477
Varanus.acanthurus,-20.29318,130.02703
Varanus.acanthurus,-20.533,130.009
Varanus.acanthurus,-20.583,130.005
Varanus.acanthurus,-20.51813493,129.9321815
Varanus.acanthurus,-19.55543448,129.9265932
Varanus.acanthurus,-20.53316966,129.9220193
Varanus.acanthurus,-20.24859055,129.9212711
Varanus.acanthurus,-16.66859009,129.921245
Varanus.acanthurus,-16.66526011,129.917915
Varanus.acanthurus,-15.22105,129.858
Varanus.acanthurus,-15.2211,129.858
Varanus.acanthurus,-19.74859135,129.7512685
Varanus.acanthurus,-19.88972,129.74925
Varanus.acanthurus,-15.7,129.633
Varanus.acanthurus,-19.283,129.6
Varanus.acanthurus,-19.267,129.583
Varanus.acanthurus,-19.985783,129.515633
Varanus.acanthurus,-23.34860022,129.3513034
Varanus.acanthurus,-23.35,129.35
Varanus.acanthurus,-16.05,129.267
Varanus.acanthurus,-16.133,129.267
Varanus.acanthurus,-19.24859449,129.2512685
Varanus.acanthurus,-20.19256667,129.1565167
Varanus.acanthurus,-19.05131,129.14901
Varanus.acanthurus,-17.89459,129.14443
Varanus.acanthurus,-20.19256667,129.1243567
Varanus.acanthurus,-20.19256667,129.124355
